"NOME_CONGLOMERADO","CLASSE_","CNPJ","NOME_INSTITUIÇÃO_PARTICIPANTE","TIPO_PARTICIPAÇÃO_","DATA_INÍCIO","ESTADO","ano","mes","tipo"
"GAZIN                                                       ","Privado Nacional                                            ","6044551.000000","ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA                                                                                                                                                         ","PARTICIPANTE                                                ","40254.000000","PR","2011","07","conglomerados"
"GERAÇÃO FUTURO                                              ","Privado Nacional                                            ","9517556.000000","BANCO GERAÇÃO FUTURO DE INVESTIMENTO S/A                                                                                                                                                                ","LIDER                                                       ","39549.000000","RS","2011","07","conglomerados"
"GERAÇÃO FUTURO                                              ","Privado Nacional                                            ","27652684.000000","GERAÇÃO FUTURO CORRETORA DE VALORES SA.                                                                                                                                                                 ","PARTICIPANTE                                                ","39549.000000","RJ","2011","07","conglomerados"
"GMAC                                                        ","Privado Nacional com Controle Estrangeiro                   ","59274605.000000","BANCO GMAC S.A.                                                                                                                                                                                         ","LIDER                                                       ","37652.000000","SP","2011","07","conglomerados"
"GMAC                                                        ","Privado Nacional com Controle Estrangeiro                   ","49937055.000000","GMAC ADMINISTRADORA DE CONSORCIOS LTDA                                                                                                                                                                  ","PARTICIPANTE                                                ","32308.000000","SP","2011","07","conglomerados"
"GOLDMAN SACHS                                               ","Privado Nacional com Controle Estrangeiro                   ","4332281.000000","GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.                                                                                                                                                             ","LIDER/HOLDING                                               ","39575.000000","SP","2011","07","conglomerados"
"GOLDMAN SACHS                                               ","Privado Nacional com Controle Estrangeiro                   ","9605581.000000","GOLDMAN SACHS DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                 ","PARTICIPANTE                                                ","39575.000000","SP","2011","07","conglomerados"
"GUANABARA                                                   ","Privado Nacional                                            ","31880826.000000","BANCO GUANABARA S.A.                                                                                                                                                                                    ","LIDER                                                       ","35403.000000","RJ","2011","07","conglomerados"
"GUANABARA                                                   ","Privado Nacional                                            ","28637130.000000","ALIANCA ADMINISTRADORA DE CONSORCIO S/C LTDA                                                                                                                                                            ","PARTICIPANTE                                                ","35403.000000","RJ","2011","07","conglomerados"
"H.H.PICCHIONI                                               ","Privado Nacional                                            ","17312083.000000","H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS                                                                                                                                             ","LIDER                                                       ","32295.000000","MG","2011","07","conglomerados"
"H.H.PICCHIONI                                               ","Privado Nacional                                            ","17401944.000000","PBM - PICCHIONI - BELGO - MINEIRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A                                                                                                                    ","PARTICIPANTE                                                ","32295.000000","MG","2011","07","conglomerados"
"H.H.PICCHIONI                                               ","Privado Nacional                                            ","21132030.000000","PRUDENCIAL EMPREENDIMENTOS E PARTICIPACOES LTDA                                                                                                                                                         ","HOLDING NÃO IF                                              ","32295.000000","MG","2011","07","conglomerados"
"HONDA                                                       ","Privado Nacional com Controle Estrangeiro                   ","3634220.000000","BANCO HONDA S.A.                                                                                                                                                                                        ","LIDER/HOLDING                                               ","36526.000000","SP","2011","07","conglomerados"
"HONDA                                                       ","Privado Nacional com Controle Estrangeiro                   ","45441789.000000","ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA                                                                                                                                                         ","PARTICIPANTE                                                ","36526.000000","SP","2011","07","conglomerados"
"HONDA                                                       ","Privado Nacional com Controle Estrangeiro                   ","3634239.000000","HONDA LEASING S.A. - ARRENDAMENTO MERCANTIL                                                                                                                                                             ","PARTICIPANTE                                                ","36526.000000","SP","2011","07","conglomerados"
"HSBC                                                        ","Privado Nacional com Controle Estrangeiro                   ","1701201.000000","HSBC BANK BRASIL S.A. - BANCO MULTIPLO                                                                                                                                                                  ","LIDER/HOLDING                                               ","35582.000000","PR","2011","07","conglomerados"
"HSBC                                                        ","Privado Nacional com Controle Estrangeiro                   ","60241809.000000","HSBC (BRASIL) ADMINISTRADORA DE CONSÓRCIO LTDA.                                                                                                                                                         ","PARTICIPANTE                                                ","35582.000000","PR","2011","07","conglomerados"
"HSBC                                                        ","Privado Nacional com Controle Estrangeiro                   ","58229246.000000","HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                                    ","PARTICIPANTE                                                ","36831.000000","SP","2011","07","conglomerados"
"HSBC                                                        ","Privado Nacional com Controle Estrangeiro                   ","33254319.000000","HSBC FINANCE (BRASIL) S.A. - BANCO MÚLTIPLO                                                                                                                                                             ","PARTICIPANTE                                                ","36831.000000","PR","2011","07","conglomerados"
"HSBC                                                        ","Privado Nacional com Controle Estrangeiro                   ","53518684.000000","HSBC LEASING ARRENDAMENTO MERCANTIL (BRASIL)S.A.                                                                                                                                                        ","PARTICIPANTE                                                ","37967.000000","PR","2011","07","conglomerados"
"INDUSTRIAL DO BRASIL                                        ","Privado Nacional                                            ","31895683.000000","BANCO INDUSTRIAL DO BRASIL S.A.                                                                                                                                                                         ","LIDER/HOLDING                                               ","35034.000000","SP","2011","07","conglomerados"
"INDUSTRIAL DO BRASIL                                        ","Privado Nacional                                            ","999403.000000","INDUSTRIAL DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                               ","PARTICIPANTE                                                ","35034.000000","SP","2011","07","conglomerados"
"INDUSVAL                                                    ","Privado Nacional                                            ","61024352.000000","BANCO INDUSVAL S.A.                                                                                                                                                                                     ","LIDER/HOLDING                                               ","33359.000000","SP","2011","07","conglomerados"
"INDUSVAL                                                    ","Privado Nacional                                            ","65913436.000000","INDUSVAL S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS                                                                                                                                                ","PARTICIPANTE                                                ","33359.000000","SP","2011","07","conglomerados"
"ING                                                         ","Estrangeiro                                                 ","49336860.000000","ING BANK N.V.                                                                                                                                                                                           ","LIDER/HOLDING                                               ","35278.000000","SP","2011","07","conglomerados"
"ING                                                         ","Estrangeiro                                                 ","4848115.000000","ING CORRETORA DE CAMBIO E TITULOS S.A.                                                                                                                                                                  ","PARTICIPANTE                                                ","35278.000000","SP","2011","07","conglomerados"
"INTERCAP                                                    ","Privado Nacional                                            ","58497702.000000","BANCO INTERCAP S.A.                                                                                                                                                                                     ","LIDER                                                       ","33298.000000","SP","2011","07","conglomerados"
"INTERCAP                                                    ","Privado Nacional                                            ","2927433.000000","DISTRIBUIDORA INTERCAP DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","35916.000000","SP","2011","07","conglomerados"
"INTERCAP                                                    ","Privado Nacional                                            ","10245786.000000","SEMP INVESTIMENTOS FINANCEIROS S/A                                                                                                                                                                      ","HOLDING NÃO IF                                              ","40490.000000","SP","2011","07","conglomerados"
"INTERUNION                                                  ","Privado Nacional                                            ","33861907.000000","BANCO INTERUNION S.A                                                                                                                                                                                    ","LIDER/HOLDING                                               ","32713.000000","RJ","2011","07","conglomerados"
"INTERUNION                                                  ","Privado Nacional                                            ","29621281.000000","INTERUNION S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS E CÂMBIO                                                                                                                                     ","PARTICIPANTE                                                ","32713.000000","RJ","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","60872504.000000","ITAÚ UNIBANCO HOLDING S.A.                                                                                                                                                                              ","LIDER                                                       ","37707.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","33885724.000000","BANCO BANERJ S.A.                                                                                                                                                                                       ","PARTICIPANTE                                                ","35643.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","61199881.000000","BANCO DIBENS S.A.                                                                                                                                                                                       ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","61190658.000000","BANCO FIAT S.A.                                                                                                                                                                                         ","PARTICIPANTE                                                ","37699.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","61182408.000000","BANCO INVESTCRED UNIBANCO S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","39778.000000","RJ","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","60394079.000000","BANCO ITAUBANK S.A.                                                                                                                                                                                     ","PARTICIPANTE                                                ","38962.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","17192451.000000","BANCO ITAUCARD S.A.                                                                                                                                                                                     ","PARTICIPANTE                                                ","36100.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","59461152.000000","BANCO ITAUCRED FINANCIAMENTOS S.A.                                                                                                                                                                      ","PARTICIPANTE                                                ","37614.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","49925225.000000","BANCO ITAULEASING S.A.                                                                                                                                                                                  ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","17298092.000000","BANCO ITAÚ BBA S.A.                                                                                                                                                                                     ","PARTICIPANTE                                                ","36100.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","62527346.000000","BANESTADO LEASING S.A. - ARRENDAMENTO MERCANTIL                                                                                                                                                         ","PARTICIPANTE                                                ","36800.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","43425008.000000","BFB LEASING S.A. ARRENDAMENTO MERCANTIL                                                                                                                                                                 ","PARTICIPANTE                                                ","35004.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","60898608.000000","CREDITEC S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                        ","PARTICIPANTE                                                ","39850.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","65654303.000000","DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL                                                                                                                                                              ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","7221678.000000","FAI - FINANCEIRA AMERICANAS ITAÚ S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                             ","PARTICIPANTE                                                ","38769.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","42421776.000000","FIAT ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","38897.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","47178918.000000","FINÁUSTRIA ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                                  ","PARTICIPANTE                                                ","37614.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","6881898.000000","FINANCEIRA ITAÚ CBD S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                          ","PARTICIPANTE                                                ","38443.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","3012230.000000","HIPERCARD BANCO MÚLTIPLO S.A.                                                                                                                                                                           ","PARTICIPANTE                                                ","39778.000000","PE","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","33318163.000000","HIPERCARD SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.                                                                                                                                       ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","62418140.000000","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","61194353.000000","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","62224134.000000","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","38962.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","92880749.000000","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","35156.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","776.000000","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","37489.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","33311713.000000","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","37614.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","60701190.000000","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","37707.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","2206577.000000","LUIZACRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                       ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","5076239.000000","MICROINVEST S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR                                                                                                                                              ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","42582072.000000","PONTO FRIO LEASING S.A. - ARRENDAMENTO MERCANTIL                                                                                                                                                        ","PARTICIPANTE                                                ","39778.000000","RJ","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","33700394.000000","UNIBANCO - UNIÃO DE BANCOS BRASILEIROS S.A.                                                                                                                                                             ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","89560460.000000","UNIBANCO CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO S.A.                                                                                                                                                 ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","61071387.000000","UNICARD BANCO MÚLTIPLO S.A.                                                                                                                                                                             ","PARTICIPANTE                                                ","39778.000000","SP","2011","07","conglomerados"
"ITAU                                                        ","Privado Nacional                                            ","61532644.000000","ITAUSA-INVESTIMENTOS ITAU S/A.                                                                                                                                                                          ","HOLDING NÃO IF                                              ","32295.000000","SP","2011","07","conglomerados"
"J.MALUCELLI                                                 ","Privado Nacional                                            ","14388334.000000","PARANÁ BANCO S.A.                                                                                                                                                                                       ","LIDER/HOLDING                                               ","32295.000000","PR","2011","07","conglomerados"
"J.MALUCELLI                                                 ","Privado Nacional                                            ","76621457.000000","J. MALUCELLI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA                                                                                                                                        ","PARTICIPANTE                                                ","32295.000000","PR","2011","07","conglomerados"
"J.MALUCELLI                                                 ","Privado Nacional                                            ","78552825.000000","PARANÁ ADMINISTRAÇÃO E SERVIÇOS LTDA                                                                                                                                                                    ","PARTICIPANTE                                                ","32597.000000","PR","2011","07","conglomerados"
"JOHN DEERE                                                  ","Privado Nacional com Controle Estrangeiro                   ","91884981.000000","BANCO JOHN DEERE S.A.                                                                                                                                                                                   ","LIDER                                                       ","32569.000000","RS","2011","07","conglomerados"
"JOHN DEERE                                                  ","Privado Nacional com Controle Estrangeiro                   ","87963450.000000","JOHN DEERE DISTRIBUIDORA DE TITULOS E VALORES MOB. LTDA                                                                                                                                                 ","PARTICIPANTE                                                ","32568.000000","RS","2011","07","conglomerados"
"JOHN DEERE                                                  ","Privado Nacional com Controle Estrangeiro                   ","89674782.000000","JOHN DEERE BRASIL S.A.                                                                                                                                                                                  ","HOLDING NÃO IF                                              ","32569.000000","RS","2011","07","conglomerados"
"JP MORGAN CHASE                                             ","Privado Nacional com Controle Estrangeiro                   ","33172537.000000","BANCO J.P. MORGAN S.A.                                                                                                                                                                                  ","LIDER/HOLDING                                               ","32295.000000","SP","2011","07","conglomerados"
"JP MORGAN CHASE                                             ","Privado Nacional com Controle Estrangeiro                   ","32588139.000000","J.P. MORGAN CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.                                                                                                                                              ","PARTICIPANTE                                                ","36770.000000","SP","2011","07","conglomerados"
"JP MORGAN CHASE                                             ","Privado Nacional com Controle Estrangeiro                   ","33851205.000000","J.P. MORGAN S.A. - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                       ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"JP MORGAN CHASE                                             ","Privado Nacional com Controle Estrangeiro                   ","46518205.000000","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION                                                                                                                                                               ","PARTICIPANTE                                                ","36892.000000","SP","2011","07","conglomerados"
"LECCA                                                       ","Privado Nacional                                            ","7652226.000000","LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A                                                                                                                                                         ","LIDER                                                       ","38650.000000","RJ","2011","07","conglomerados"
"LECCA                                                       ","Privado Nacional                                            ","7138049.000000","LECCA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA                                                                                                                                               ","PARTICIPANTE                                                ","38650.000000","RJ","2011","07","conglomerados"
"MÁXIMA                                                      ","Privado Nacional                                            ","33923798.000000","BANCO MÁXIMA S.A.                                                                                                                                                                                       ","LIDER/HOLDING                                               ","37741.000000","RJ","2011","07","conglomerados"
"MÁXIMA                                                      ","Privado Nacional                                            ","33886862.000000","MÁXIMA S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                                  ","PARTICIPANTE                                                ","32813.000000","RJ","2011","07","conglomerados"
"MARSAM/S K                                                  ","Privado Nacional                                            ","57988677.000000","MARSAM - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.                                                                                                                                           ","LIDER                                                       ","36251.000000","SP","2011","07","conglomerados"
"MARSAM/S K                                                  ","Privado Nacional                                            ","39846068.000000","SK EMPREENDIMENTOS E PARTICIPAÇÕES LTDA                                                                                                                                                                 ","PARTICIPANTE                                                ","36251.000000","SP","2011","07","conglomerados"
"MARSAM/S K                                                  ","Privado Nacional                                            ","57061368.000000","SHEM.K PARTICIPACOES S/C LTDA                                                                                                                                                                           ","HOLDING NÃO IF                                              ","36251.000000","SP","2011","07","conglomerados"
"MASSEY FERGUSON                                             ","Privado Nacional                                            ","45793395.000000","MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA                                                                                                                                                       ","LIDER                                                       ","38708.000000","SP","2011","07","conglomerados"
"MASSEY FERGUSON                                             ","Privado Nacional                                            ","4250224.000000","MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA                                                                                                                                                                 ","PARTICIPANTE                                                ","38708.000000","SP","2011","07","conglomerados"
"MASSEY FERGUSON                                             ","Privado Nacional                                            ","56360266.000000","VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA                                                                                                                                                                ","PARTICIPANTE                                                ","38708.000000","SP","2011","07","conglomerados"
"MERCANTIL DO BRASIL                                         ","Privado Nacional                                            ","17184037.000000","BANCO MERCANTIL DO BRASIL S.A.                                                                                                                                                                          ","LIDER/HOLDING                                               ","32295.000000","MG","2011","07","conglomerados"
"MERCANTIL DO BRASIL                                         ","Privado Nacional                                            ","34169557.000000","BANCO MERCANTIL DE INVESTIMENTOS S/A                                                                                                                                                                    ","PARTICIPANTE                                                ","32295.000000","MG","2011","07","conglomerados"
"MERCANTIL DO BRASIL                                         ","Privado Nacional                                            ","16683062.000000","MERCANTIL DO BRASIL CORRETORA S.A. - CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                              ","PARTICIPANTE                                                ","32295.000000","MG","2011","07","conglomerados"
"MERCANTIL DO BRASIL                                         ","Privado Nacional                                            ","17364795.000000","MERCANTIL DO BRASIL DISTRIBUIDORA S.A. - TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                  ","PARTICIPANTE                                                ","32295.000000","MG","2011","07","conglomerados"
"MERCANTIL DO BRASIL                                         ","Privado Nacional                                            ","33040601.000000","MERCANTIL DO BRASIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS                                                                                                                            ","PARTICIPANTE                                                ","32295.000000","MG","2011","07","conglomerados"
"MERCANTIL DO BRASIL                                         ","Privado Nacional                                            ","26386169.000000","MERCANTIL DO BRASIL LEASING S.A. - ARRENDAMENTO MERCANTIL                                                                                                                                               ","PARTICIPANTE                                                ","32994.000000","MG","2011","07","conglomerados"
"MERCEDES-BENZ                                               ","Privado Nacional com Controle Estrangeiro                   ","60814191.000000","BANCO MERCEDES-BENZ DO BRASIL S.A.                                                                                                                                                                      ","LIDER/HOLDING                                               ","38961.000000","SP","2011","07","conglomerados"
"MERCEDES-BENZ                                               ","Privado Nacional com Controle Estrangeiro                   ","36770683.000000","MERCEDES-BENZ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                        ","PARTICIPANTE                                                ","36307.000000","SP","2011","07","conglomerados"
"MERCEDES-BENZ                                               ","Privado Nacional com Controle Estrangeiro                   ","162760.000000","MERCEDES-BENZ LEASING DO BRASIL ARRENDAMENTO MERCANTIL S.A.                                                                                                                                             ","PARTICIPANTE                                                ","38485.000000","SP","2011","07","conglomerados"
"MERRILL LYNCH                                               ","Privado Nacional com Controle Estrangeiro                   ","62073200.000000","BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.                                                                                                                                                       ","LIDER/HOLDING                                               ","35977.000000","SP","2011","07","conglomerados"
"MERRILL LYNCH                                               ","Privado Nacional com Controle Estrangeiro                   ","2670590.000000","MERRILL LYNCH S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS                                                                                                                                           ","PARTICIPANTE                                                ","35977.000000","SP","2011","07","conglomerados"
"MORGAN STANLEY                                              ","Privado Nacional com Controle Estrangeiro                   ","2801938.000000","BANCO MORGAN STANLEY S.A.                                                                                                                                                                               ","LIDER                                                       ","37166.000000","SP","2011","07","conglomerados"
"MORGAN STANLEY                                              ","Privado Nacional com Controle Estrangeiro                   ","4323351.000000","MORGAN STANLEY CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                          ","PARTICIPANTE                                                ","37166.000000","SP","2011","07","conglomerados"
"MORGAN STANLEY                                              ","Privado Nacional com Controle Estrangeiro                   ","778586.000000","MORGAN STANLEY DEAN WITTER DO BRASIL LTDA                                                                                                                                                               ","HOLDING NÃO IF                                              ","36942.000000","SP","2011","07","conglomerados"
"NACIONAL                                                    ","Privado Nacional                                            ","17157777.000000","BANCO NACIONAL S.A.                                                                                                                                                                                     ","LIDER                                                       ","32295.000000","RJ","2011","07","conglomerados"
"NACIONAL                                                    ","Privado Nacional                                            ","33222241.000000","BANCO NACIONAL DE INVESTIMENTOS S.A.                                                                                                                                                                    ","PARTICIPANTE                                                ","32295.000000","RJ","2011","07","conglomerados"
"NACIONAL                                                    ","Privado Nacional                                            ","33695750.000000","NACIONAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA                                                                                                                                            ","PARTICIPANTE                                                ","32295.000000","RJ","2011","07","conglomerados"
"NACIONAL                                                    ","Privado Nacional                                            ","33747221.000000","SINAL S.A. SOCIEDADE CORRETORA DE VALORES                                                                                                                                                               ","PARTICIPANTE                                                ","32295.000000","RJ","2011","07","conglomerados"
"NACIONAL                                                    ","Privado Nacional                                            ","33422213.000000","EMPRESA BRASILEIRA DE PARTICIPACOES CEBEPE LTDA                                                                                                                                                         ","HOLDING NÃO IF                                              ","32295.000000","RJ","2011","07","conglomerados"
"NSG CAPITAL                                                 ","Privado Nacional                                            ","10274584.000000","NSG CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                         ","LIDER                                                       ","39857.000000","RJ","2011","07","conglomerados"
"NSG CAPITAL                                                 ","Privado Nacional                                            ","40161713.000000","NSG POSITIVA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A                                                                                                                                         ","PARTICIPANTE                                                ","39857.000000","RJ","2011","07","conglomerados"
"OBOE                                                        ","Privado Nacional                                            ","1432688.000000","OBOE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.                                                                                                                                                         ","LIDER/HOLDING                                               ","35339.000000","CE","2011","07","conglomerados"
"OBOE                                                        ","Privado Nacional                                            ","1581283.000000","OBOE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","35339.000000","CE","2011","07","conglomerados"
"OMNI                                                        ","Privado Nacional                                            ","92228410.000000","OMNI S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO                                                                                                                                                        ","LIDER/HOLDING                                               ","34673.000000","SP","2011","07","conglomerados"
"OMNI                                                        ","Privado Nacional                                            ","997804.000000","OMNI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","35462.000000","SP","2011","07","conglomerados"
"OMNI                                                        ","Privado Nacional                                            ","5859960.000000","OMNI SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.                                                                                                                                                    ","PARTICIPANTE                                                ","37653.000000","SP","2011","07","conglomerados"
"OPPORTUNITY                                                 ","Privado Nacional                                            ","33857830.000000","BANCO OPPORTUNITY S.A.                                                                                                                                                                                  ","LIDER/HOLDING                                               ","35462.000000","RJ","2011","07","conglomerados"
"OPPORTUNITY                                                 ","Privado Nacional                                            ","1582158.000000","OPPORTUNITY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA                                                                                                                                         ","PARTICIPANTE                                                ","35462.000000","RJ","2011","07","conglomerados"
"PANAMERICANO                                                ","Privado Nacional                                            ","59285411.000000","BANCO PANAMERICANO S.A.                                                                                                                                                                                 ","LIDER                                                       ","32295.000000","SP","2011","07","conglomerados"
"PANAMERICANO                                                ","Privado Nacional                                            ","2682287.000000","PANAMERICANO - ARRENDAMENTO MERCANTIL S.A.                                                                                                                                                              ","PARTICIPANTE                                                ","36008.000000","SP","2011","07","conglomerados"
"PANAMERICANO                                                ","Privado Nacional                                            ","50533876.000000","PANAMERICANO ADMINISTRADORA DE CONSÓRCIO LTDA                                                                                                                                                           ","PARTICIPANTE                                                ","32296.000000","SP","2011","07","conglomerados"
"PANAMERICANO                                                ","Privado Nacional                                            ","62084074.000000","PANAMERICANO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                        ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
"PANAMERICANO                                                ","Privado Nacional                                            ","10977044.000000","BTG PACTUAL PARTICIPACOES II S.A.                                                                                                                                                                       ","HOLDING NÃO IF                                              ","40690.000000","SP","2011","07","conglomerados"
"PERNAMBUCANAS                                               ","Privado Nacional                                            ","43180355.000000","PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO                                                                                                                                 ","LIDER                                                       ","32295.000000","SP","2011","07","conglomerados"
"PERNAMBUCANAS                                               ","Privado Nacional                                            ","33957838.000000","PERNAMBUCANAS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA                                                                                                                                       ","PARTICIPANTE                                                ","32295.000000","SP","2011","07","conglomerados"
